,age,height,nationality,weight,hours_per_day,strength,agility,mental,federation,rank,gender_Female,gender_Male
0,0.6571428571428573,0.26000000000000023,0.17117117117117114,0.2931034482758621,0.375,0.625,0.7142857142857142,0.5714285714285714,1.0,0.08216432865731461,1.0,0.0
1,0.5142857142857142,0.6600000000000001,0.9819819819819819,0.603448275862069,0.0,0.75,0.28571428571428564,0.857142857142857,0.0,0.32064128256513025,0.0,1.0
2,0.3142857142857143,0.5300000000000002,0.9819819819819819,0.48275862068965525,0.5,0.75,0.7142857142857142,0.5714285714285714,0.0,0.3046092184368737,0.0,1.0
3,0.6000000000000001,0.71,0.9819819819819819,0.7241379310344829,0.375,0.625,0.42857142857142855,0.7142857142857142,1.0,0.503006012024048,0.0,1.0
4,0.3142857142857143,0.1200000000000001,0.972972972972973,0.12068965517241392,0.125,0.375,0.5714285714285714,0.5714285714285714,0.8653846153846154,0.719438877755511,1.0,0.0
5,0.4285714285714286,0.5899999999999999,1.0,0.5862068965517242,0.5,0.75,0.42857142857142855,0.7142857142857142,0.8653846153846154,0.40280561122244485,0.0,1.0
6,0.6000000000000001,0.52,0.972972972972973,0.48275862068965525,0.25,0.625,0.28571428571428564,0.42857142857142855,0.8653846153846154,0.8356713426853707,0.0,1.0
7,0.4571428571428572,0.5699999999999998,0.3153153153153153,0.5689655172413794,0.375,0.75,0.28571428571428564,0.5714285714285714,0.0,0.07014028056112223,0.0,1.0
8,0.4571428571428572,0.7400000000000002,1.0,0.7758620689655173,0.25,0.625,0.28571428571428564,0.42857142857142855,0.8653846153846154,0.5190380761523046,0.0,1.0
9,0.4,0.4500000000000002,0.972972972972973,0.413793103448276,0.375,0.375,0.28571428571428564,0.28571428571428564,1.0,0.9879759519038075,1.0,0.0
10,0.4,0.3799999999999999,0.9819819819819819,0.3448275862068966,0.5,0.375,0.28571428571428564,0.7142857142857142,0.0,0.8336673346693386,1.0,0.0
11,0.22857142857142865,0.9900000000000002,0.9819819819819819,0.896551724137931,0.375,0.875,0.42857142857142855,0.42857142857142855,0.0,0.3567134268537074,0.0,1.0
12,0.6857142857142857,0.56,0.972972972972973,0.5689655172413794,0.5,0.25,0.5714285714285714,0.7142857142857142,0.8653846153846154,0.6773547094188376,1.0,0.0
13,0.48571428571428577,0.31999999999999984,1.0,0.24137931034482762,0.5,0.5,0.857142857142857,0.42857142857142855,1.0,0.5711422845691382,1.0,0.0
14,0.37142857142857144,0.16000000000000014,0.5135135135135135,0.10344827586206895,0.5,0.25,0.857142857142857,0.28571428571428564,0.8653846153846154,0.5230460921843687,1.0,0.0
15,0.37142857142857144,0.7999999999999998,1.0,0.7586206896551724,0.25,0.75,0.42857142857142855,0.857142857142857,0.8653846153846154,0.05410821643286572,0.0,1.0
16,0.37142857142857144,0.31999999999999984,0.972972972972973,0.3448275862068966,0.375,0.5,0.42857142857142855,0.5714285714285714,0.0,0.4308617234468938,1.0,0.0
17,0.02857142857142858,0.5300000000000002,1.0,0.4655172413793105,0.5,0.625,0.5714285714285714,0.28571428571428564,0.0,0.6052104208416833,1.0,0.0
18,0.3142857142857143,0.33999999999999986,0.5135135135135135,0.3275862068965518,0.625,0.375,0.9999999999999998,0.42857142857142855,1.0,0.14028056112224446,1.0,0.0
19,0.48571428571428577,0.3999999999999999,0.3153153153153153,0.4310344827586208,0.25,0.375,0.42857142857142855,0.5714285714285714,0.8653846153846154,0.9338677354709418,1.0,0.0
20,0.48571428571428577,0.4900000000000002,0.17117117117117114,0.413793103448276,0.5,0.375,0.5714285714285714,0.5714285714285714,0.8653846153846154,0.6833667334669338,1.0,0.0
21,0.48571428571428577,0.4700000000000002,0.17117117117117114,0.4655172413793105,0.5,0.25,0.5714285714285714,0.5714285714285714,0.8653846153846154,0.8076152304609218,1.0,0.0
22,0.37142857142857144,0.52,1.0,0.517241379310345,0.5,0.25,0.42857142857142855,0.7142857142857142,0.8653846153846154,0.9118236472945891,1.0,0.0
23,0.11428571428571432,0.6800000000000002,1.0,0.6724137931034484,0.375,0.75,0.42857142857142855,0.42857142857142855,0.8653846153846154,0.3006012024048096,0.0,1.0
24,0.3142857142857143,0.5800000000000001,0.972972972972973,0.5862068965517242,0.25,0.5,0.28571428571428564,0.5714285714285714,1.0,0.8877755511022043,0.0,1.0
25,0.05714285714285716,0.48,0.972972972972973,0.4310344827586208,0.25,0.625,0.42857142857142855,0.5714285714285714,1.0,0.5090180360721442,0.0,1.0
26,0.48571428571428577,0.43000000000000016,1.0,0.39655172413793105,0.75,0.5,0.7142857142857142,0.42857142857142855,1.0,0.1222444889779559,0.0,1.0
27,0.5428571428571429,0.33999999999999986,0.17117117117117114,0.3275862068965518,0.125,0.375,0.42857142857142855,0.5714285714285714,0.8653846153846154,0.9298597194388777,1.0,0.0
28,0.34285714285714286,0.69,0.972972972972973,0.6379310344827587,0.25,0.75,0.28571428571428564,0.28571428571428564,1.0,0.4428857715430861,0.0,1.0
29,0.48571428571428577,0.5899999999999999,0.972972972972973,0.5689655172413794,0.375,0.875,0.42857142857142855,0.857142857142857,0.8653846153846154,0.21442885771543085,0.0,1.0
30,0.22857142857142865,0.6400000000000001,1.0,0.5862068965517242,0.5,0.625,0.42857142857142855,0.5714285714285714,1.0,0.6673346693386772,0.0,1.0
31,0.37142857142857144,0.6400000000000001,0.972972972972973,0.603448275862069,0.375,0.5,0.42857142857142855,0.42857142857142855,0.0,0.5931863727454909,0.0,1.0
32,0.5714285714285714,0.5,0.5135135135135135,0.4310344827586208,0.5,0.375,0.857142857142857,0.42857142857142855,1.0,0.20240480961923846,1.0,0.0
33,0.37142857142857144,0.3900000000000001,0.972972972972973,0.3793103448275863,0.625,0.5,0.7142857142857142,0.28571428571428564,0.8653846153846154,0.7875751503006011,1.0,0.0
34,0.37142857142857144,0.3900000000000001,0.9819819819819819,0.413793103448276,0.75,0.5,0.9999999999999998,0.5714285714285714,0.8653846153846154,0.09619238476953906,1.0,0.0
35,0.4,0.06999999999999984,1.0,0.051724137931034475,0.625,0.25,0.9999999999999998,0.7142857142857142,0.0,0.08617234468937875,1.0,0.0
36,0.2857142857142857,0.4900000000000002,1.0,0.4482758620689655,0.625,0.375,0.857142857142857,0.28571428571428564,0.8653846153846154,0.30861723446893785,1.0,0.0
37,0.5142857142857142,0.3799999999999999,1.0,0.3793103448275863,0.5,0.5,0.7142857142857142,0.5714285714285714,1.0,0.13827655310621242,1.0,0.0
38,0.5714285714285714,0.20999999999999996,1.0,0.24137931034482762,0.5,0.5,0.9999999999999998,0.7142857142857142,0.8653846153846154,0.2885771543086172,1.0,0.0
39,0.6285714285714286,0.10999999999999988,0.9819819819819819,0.10344827586206895,0.625,0.375,0.9999999999999998,0.7142857142857142,0.8653846153846154,0.038076152304609215,1.0,0.0
40,0.37142857142857144,0.3599999999999999,0.04504504504504504,0.36206896551724155,0.5,0.5,0.7142857142857142,0.14285714285714285,1.0,0.8256513026052104,1.0,0.0
41,0.17142857142857149,0.43000000000000016,0.9819819819819819,0.39655172413793105,0.375,0.375,0.5714285714285714,0.5714285714285714,1.0,0.8296593186372745,1.0,0.0
42,0.11428571428571432,0.1499999999999999,0.5135135135135135,0.15517241379310343,0.375,0.375,0.5714285714285714,0.5714285714285714,0.8653846153846154,0.7975951903807614,1.0,0.0
43,0.48571428571428577,0.31000000000000005,0.3153153153153153,0.3103448275862071,0.375,0.0,0.7142857142857142,0.42857142857142855,0.8653846153846154,0.8236472945891783,1.0,0.0
44,0.48571428571428577,0.1200000000000001,0.972972972972973,0.12068965517241392,0.125,0.375,0.7142857142857142,0.28571428571428564,1.0,0.5571142284569138,1.0,0.0
45,0.08571428571428574,0.22999999999999998,0.9819819819819819,0.18965517241379315,0.25,0.125,0.5714285714285714,0.42857142857142855,1.0,0.9919839679358716,1.0,0.0
46,0.3142857142857143,0.1499999999999999,0.04504504504504504,0.12068965517241392,0.0,0.25,0.7142857142857142,0.42857142857142855,0.0,0.5631262525050099,1.0,0.0
47,0.20000000000000007,0.18000000000000016,0.972972972972973,0.1724137931034484,0.375,0.25,0.7142857142857142,0.42857142857142855,1.0,0.9438877755511021,1.0,0.0
48,0.4571428571428572,0.1499999999999999,0.9819819819819819,0.12068965517241392,0.5,0.25,0.857142857142857,0.5714285714285714,0.0,0.17635270541082163,1.0,0.0
49,0.34285714285714286,0.3900000000000001,1.0,0.4310344827586208,0.625,0.375,0.5714285714285714,0.7142857142857142,1.0,0.45891783567134264,0.0,1.0
50,0.2571428571428571,1.0,0.17117117117117114,1.0,1.0,0.625,0.5714285714285714,0.7142857142857142,1.0,0.18837675350701402,0.0,1.0
51,0.37142857142857144,0.3900000000000001,0.972972972972973,0.36206896551724155,0.25,0.375,0.7142857142857142,0.5714285714285714,0.0,0.6132264529058116,1.0,0.0
52,0.6285714285714286,0.52,0.972972972972973,0.48275862068965525,0.25,0.375,0.5714285714285714,0.42857142857142855,0.0,0.6973947895791582,1.0,0.0
53,0.08571428571428574,0.16999999999999993,0.5135135135135135,0.13793103448275867,0.25,0.125,0.7142857142857142,0.28571428571428564,1.0,0.9318637274549098,1.0,0.0
54,0.20000000000000007,0.2200000000000002,0.04504504504504504,0.24137931034482762,0.5,0.375,0.9999999999999998,0.7142857142857142,1.0,0.16432865731462926,1.0,0.0
55,0.22857142857142865,0.5499999999999998,0.9819819819819819,0.413793103448276,0.125,0.875,0.5714285714285714,0.28571428571428564,0.8653846153846154,0.3486973947895791,0.0,1.0
56,0.2571428571428571,0.41000000000000014,0.9819819819819819,0.3448275862068966,0.5,0.5,0.7142857142857142,0.5714285714285714,1.0,0.5130260521042084,1.0,0.0
57,0.7714285714285714,0.41999999999999993,0.972972972972973,0.413793103448276,0.0,0.375,0.5714285714285714,0.28571428571428564,0.8653846153846154,0.8597194388777555,1.0,0.0
58,0.17142857142857149,0.9300000000000002,1.0,0.896551724137931,0.375,0.875,0.14285714285714285,0.5714285714285714,0.8653846153846154,0.7454909819639278,0.0,1.0
59,0.4285714285714286,0.41000000000000014,0.5135135135135135,0.36206896551724155,0.5,0.25,0.7142857142857142,0.7142857142857142,0.0,0.4729458917835671,1.0,0.0
